Unnamed: 0,head,label,score,tail
1957,11,,0.4056579471364756,3544
1958,453,,0.5481421098741618,2388
1959,1905,,0.08437635132114762,934
1960,57,,0.0962518929066889,1071
1961,25,,0.49210576281074303,1444
1962,22,,0.28992360978807596,2674
1963,2520,,0.12190318643671783,4377
1964,29,,0.12929211784606287,438
1965,29,,0.03568133599679468,1108
1966,18,,0.38107299032103636,923
1967,33,,0.8843563952877205,1831
1968,4554,,0.9012525173675224,2828
1969,1617,,0.048820284392468216,4892
1970,425,,0.8613572124810757,4387
1971,887,,0.2827011355378316,1043
1972,12,,0.8493604646136036,305
1973,3,,0.1800897903781058,2924
1974,245,,0.5934606145959218,3952
1975,4374,,0.21717761338386654,1247
1976,1512,,0.724839468405169,3316
1977,31,,0.19788361327042314,4083
1978,967,,0.4388864629652133,5045
1979,17,,0.47338424923887024,1845
1980,5343,,0.4830641564130356,5432
1981,8,,0.8275308708169375,4007
1982,18,,0.20080857183994816,63
1983,33,,0.5342583705690633,3670
1984,16,,0.6118009851607598,1591
1985,714,,0.006173455441986775,4716
1986,6,,0.6521539850990226,4063
1987,620,,0.9903060569513501,2468
1988,1797,,0.24294968917914894,3684
1989,1156,,0.16301825726365105,215
1990,2342,,0.16572761798305136,4508
1991,1,,0.8780001770217226,4612
1992,6,,0.580190327165483,2827
1993,14,,0.5886955788303829,3337
1994,41,,0.050715421052629495,3446
1995,4892,,0.3160193680202491,2597
1996,5045,,0.3511506456774769,1329
1997,4452,,0.922107292478636,2111
1998,5332,,0.6451269207588717,775
1999,22,,0.5350595564842662,3705
2000,16,,0.1413301985716442,4835
2001,1329,,0.22227313842032048,2053
2002,2974,,0.2833742750834154,1113
2003,5,,0.7787320688282562,204
2004,34,,0.6063124003695715,5245
2005,1797,,0.6844235140389969,2432
2006,3912,,0.81426056170228,3747
2007,823,,0.8150115568217586,1156
2008,3442,,0.11495456786433356,3157
2009,2907,,0.026377075413707263,3011
2010,4657,,0.14008075718920898,511
2011,24,,0.8793984217257527,5029
2012,1756,,0.6308114324352099,617
2013,4757,,0.3856266255488322,5184
2014,3821,,0.6196043476071509,5242
2015,15,,0.5892025503854202,2423
2016,32,,0.64983764590267,5438
2017,8,,0.0751838306394752,4834
2018,2523,,0.8881782564560295,3774
2019,5275,,0.7018752430344343,1540
2020,4138,,0.916291699898601,3387
2021,1859,,0.7849463460502432,2479
2022,33,,0.5426148572652216,1616
2023,5089,,0.6551463862726976,3072
2024,22,,0.6630466800007445,13
2025,19,,0.08115040042397537,3044
2026,24,,0.8804876891297052,433
2027,9,,0.8581580414013191,1209
2028,21,,0.4881874646841641,1056
2029,454,,0.37660214986902907,3396
2030,2193,,0.3122813845146556,4405
2031,12,,0.7885785473602511,1982
2032,25,,0.18934105011635638,1371
2033,3015,,0.5985799728888496,3642
2034,490,,0.8689052368897007,1088
2035,5147,,0.7123494029656601,4338
2036,1113,,0.8933304913659933,3712
2037,4772,,0.7821541369965762,1081
2038,23,,0.08491305448147057,5067
2039,2959,,0.4079990500406534,175
2040,11,,0.16135145449609367,2426
2041,5242,,0.44365920058302843,2468
2042,14,,0.08806742094577591,1840
2043,2950,,0.37040865002563916,5423
2044,12,,0.612511086741876,884
2045,7,,0.5298622490191479,2026
2046,1252,,0.18021884019106982,5230
2047,3975,,0.9873120582201231,798
2048,9,,0.9951958643757728,945
2049,16,,0.31074577001820547,3856
2050,34,,0.2704645350467564,233
2051,14,,0.13124843517425,1249
2052,2856,,0.4762722547264452,5428
2053,13,,0.7662439332017024,3525
2054,4154,,0.5390789472857745,1761
2055,2081,,0.06830971488005588,5296
2056,5181,,0.4751749162322133,198
2057,4259,,0.8402221927767866,2512
2058,11,,0.29547666210885837,242
2059,195,,0.7218247215125366,5235
2060,3446,,0.46183004697568686,4456
2061,5,,0.07662228721824771,3944
2062,4349,,0.945328245708475,2304
2063,3480,,0.43332196673854484,1372
2064,2,,0.5862172900732849,3484
2065,5005,,0.5626539378196154,3615
2066,934,,0.761045923660991,4324
2067,1329,,0.6359282150234664,716
2068,8,,0.5834329637591743,3422
2069,1993,,0.6525071697173557,4755
2070,29,,0.15614950565344266,3836
2071,20,,0.7852680431559976,3750
2072,29,,0.8270380527895167,4579
2073,21,,0.7031144037776607,2463
2074,21,,0.5431890020490482,1015
2075,28,,0.49877771752468336,5359
2076,5,,0.1065410811480424,2703
2077,11,,0.9427905063488133,7
2078,2986,,0.25068226847672326,1920
2079,1,,0.1530084727034663,1999
2080,1061,,0.46616044093159237,4122
2081,29,,0.9996357479896599,604
2082,2,,0.5135440679889091,4525
2083,1,,0.933391050444684,4586
2084,2468,,0.9708318836804148,4327
2085,825,,0.04032576884462469,876
2086,9,,0.877878083326739,2884
2087,24,,0.03677633700685212,4146
2088,4132,,0.2648013801871443,4201
2089,4927,,0.9048760108068132,5342
2090,3572,,0.25733852539674107,481
2091,15,,0.26737198104465165,856
2092,3222,,0.8620973723706281,3215
2093,20,,0.866542115646508,4655
2094,6,,0.131554317329154,4737
2095,30,,0.21324660601915024,4362
2096,1798,,0.7101945536569667,1113
2097,14,,0.9930727564902441,653
2098,182,,0.9374846399906046,1849
2099,23,,0.030664582987070754,1726
2100,1760,,0.9596843028642448,3821
2101,7,,0.14928786091604418,5142
2102,30,,0.14751647230871867,2927
2103,6,,0.9844300829052408,3231
2104,3366,,0.8708584789005613,2177
2105,34,,0.23895691180651113,4099
2106,4853,,0.568442370132722,3012
2107,17,,0.7019977748891537,3201
2108,16,,0.4149176283473254,3119
2109,13,,0.5967795459358328,206
2110,2987,,0.5973247188598226,37
2111,4351,,0.7311001420602885,454
2112,4017,,0.9113237561750751,4436
2113,12,,0.25314310723319533,662
2114,22,,0.7105780808178749,4717
2115,4200,,0.711020453885055,4141
2116,3585,,0.39096524605850613,2502
2117,33,,0.07835303384013859,698
2118,1756,,0.9753432403627806,1490
2119,1326,,0.9755777611335794,2263
2120,20,,0.051232589584381816,12
2121,8,,0.9968143754726688,1598
2122,2543,,0.9146016613401444,2276
2123,324,,0.3635378115316743,42
2124,24,,0.8296195297104365,1453
2125,2771,,0.35993841410440885,431
2126,36,,0.9861073583406523,1391
2127,3922,,0.674971746014697,4400
2128,33,,0.7613307352594681,478
2129,2090,,0.1269716977357792,674
2130,4762,,0.34322476464648877,1457
2131,44,,0.16369557502618415,5141
2132,25,,0.1886680760969991,4114
2133,3856,,0.20675281260490885,4437
2134,1846,,0.9387810171062739,3022
2135,33,,0.10446534587808265,649
2136,4604,,0.9324396237455029,1986
2137,22,,0.48558350065578204,5439
2138,245,,0.8032390629591271,439
2139,18,,0.09931687459694682,2965
2140,4573,,0.18000259418443243,372
2141,2232,,0.038905320582551695,3708
2142,5045,,0.9222290979373066,2175
2143,11,,0.39595869928702565,3076
2144,3369,,0.24567820926983408,1113
2145,3174,,0.04246399224088726,4822
2146,32,,0.683979491516057,1001
2147,14,,0.449354274341899,4720
2148,31,,0.06034149801501332,3652
2149,4534,,0.10446185342627945,1156
2150,4142,,0.9429028941452757,5361
2151,0,,0.06519289310154885,4713
2152,5220,,0.9433034413673949,3214
2153,5167,,0.5468186520744063,819
2154,3097,,0.5906141491338204,3015
2155,36,,0.4587077219566057,2844
2156,30,,0.3943121888269203,1067
2157,25,,0.5275723199379211,5031
2158,28,,0.03713804413831945,3812
2159,25,,0.8530044815968258,251
2160,2512,,0.431223826645064,1803
2161,4130,,0.5162607840536149,1673
2162,23,,0.13885745895876045,2330
2163,16,,0.30331593793658385,8
2164,5,,0.778370513506478,2819
2165,8,,0.152784121154374,2624
2166,7,,0.2605179515778083,4158
2167,5317,,0.7140022720643575,438
2168,5262,,0.6683569239528012,2351
2169,10,,0.5819068857599418,3322
2170,1756,,0.32511622362469184,2378
2171,3443,,0.8529215229169216,3567
2172,2342,,0.4250759201567925,3387
2173,6,,0.04209178103479172,1928
2174,29,,0.12449167439276199,1269
2175,560,,0.7644395886650305,461
2176,4729,,0.11275902934072568,2237
2177,19,,0.9993405754745938,3586
2178,33,,0.5087321760996509,826
2179,27,,0.18304810168872854,4408
2180,23,,0.40047073303242653,2115
2181,25,,0.8676201422515956,1582
2182,4419,,0.23663208689797333,2285
2183,3710,,0.8134220753424025,4690
2184,14,,0.7407251709693448,4002
2185,18,,0.770759769974157,3063
2186,32,,0.6809622601071394,812
2187,2555,,0.13432355776838933,876
2188,12,,0.2662512112874489,210
2189,1926,,0.9326533285121047,2721
2190,4011,,0.12828524909072936,1113
2191,21,,0.4723954153152373,2594
2192,4064,,0.6343071304030985,2987
2193,3710,,0.0702439576242192,4434
2194,28,,0.33194755629851613,3332
2195,35,,0.9795251803204357,3282
2196,7,,0.29371947219161976,5267
2197,4339,,0.6143385175567654,322
2198,3883,,0.08813234513745072,1905
2199,4190,,0.8590538231114782,5184
2200,690,,0.5294429813372299,174
2201,10,,0.5349036472929968,2619
2202,36,,0.7748962881430661,2746
2203,20,,0.5834725469362503,2282
2204,35,,0.8529922910619838,316
2205,1800,,0.6338543425492734,1989
2206,11,,0.084901102065716,4653
2207,1905,,0.43585796306833857,3056
2208,3922,,0.8676218950522764,216
2209,3249,,0.8110625335490651,3975
2210,13,,0.9621428698792189,4412
2211,1756,,0.10420848008136707,1407
2212,1,,0.2607586908233376,1724
2213,32,,0.5508745925310191,2089
2214,21,,0.5391979718385908,5186
2215,2818,,0.32288984062495074,218
2216,10,,0.6523389912907518,2332
2217,3387,,0.9457585499842993,3056
2218,3012,,0.46839662159435835,4200
2219,21,,0.569688647341267,2479
2220,3841,,0.727202110876945,2321
2221,827,,0.3625969779784276,4533
2222,27,,0.6698465465198193,4827
2223,31,,0.12014344188694548,1312
2224,14,,0.23923056990761837,1315
2225,3,,0.005391526539816782,2991
2226,4,,0.7470703497021643,4472
2227,3922,,0.6309918974744212,445
2228,3000,,0.39563303447650977,5152
2229,4,,0.7399785533988853,5257
2230,10,,0.2778549149752334,3573
2231,15,,0.2287849234953384,345
2232,1619,,0.04394169021637084,718
2233,3328,,0.24151979873928242,674
2234,26,,0.6069932343297487,4888
2235,3553,,0.4312161625007468,2455
2236,23,,0.6513863685849941,3698
2237,4503,,0.7008758945852895,3079
2238,26,,0.7950977231974555,1839
2239,4817,,0.6071155738696002,5408
2240,3296,,0.1850491783747299,3758
2241,26,,0.9237137700031933,4217
2242,24,,0.8145222175045822,4831
2243,28,,0.622308615778972,2930
2244,4409,,0.30250888435718437,3552
2245,631,,0.0930684156520527,4621
2246,27,,0.8343915789674344,4772
2247,1030,,0.06440390447849154,4308
2248,3241,,0.36452143237927204,180
2249,15,,0.15407912582534966,4039
2250,19,,0.8941105644363063,866
2251,5286,,0.3685824252601626,981
2252,1,,0.9431951874356893,239
2253,2014,,0.30237672822389583,3353
2254,2349,,0.6870857346948102,2193
2255,334,,0.4014950194996201,4874
2256,3222,,0.23257104485106472,4140
2257,3640,,0.49785231658320284,41
2258,2237,,0.43837313674033695,3046
2259,1113,,0.8836597317624368,2484
2260,35,,0.22228073372131474,4898
2261,29,,0.5442667825609413,1045
2262,1,,0.10268338611601702,2608
2263,8,,0.000567431013932973,3676
2264,4815,,0.7110722493358937,4874
2265,2612,,0.5666039776476489,934
2266,4453,,0.10885456645248703,3922
2267,3231,,0.9418607192799047,1071
2268,3,,0.4937813952103064,670
2269,3443,,0.21461033848657163,1819
2270,3335,,0.024401173734615145,2469
2271,0,,0.49559085064661346,2135
2272,17,,0.4201512523619181,736
2273,4436,,0.03300483248583308,1071
2274,33,,0.0847545698928498,807
2275,0,,0.12435165854467045,4552
2276,35,,0.027492278829000516,3187
2277,30,,0.46653386302423727,4128
2278,1319,,0.7847281947275095,1364
2279,4319,,0.5973998636786537,3614
2280,20,,0.25347425093424003,4931
2281,29,,0.9532027994279322,44
2282,0,,0.16490752525994834,808
2283,66,,0.25556298827150314,2534
2284,5045,,0.9423257037537771,3289
2285,10,,0.8309105886346386,1008
2286,4,,0.303486099311961,4874
2287,1582,,0.6904967783715603,839
2288,0,,0.8159206822228897,2729
2289,151,,0.30011694297554514,2063
2290,36,,0.7003783809304555,823
2291,1599,,0.2715630760419645,3220
2292,13,,0.6361932383525282,2986
2293,830,,0.22747733366100142,3002
2294,28,,0.0621489878028767,2347
2295,1297,,0.09836947311075006,308
2296,0,,0.6352666601912423,930
2297,8,,0.4060622300563963,2050
2298,34,,0.48283203304235933,2559
2299,4592,,0.5765677090764,182
2300,3822,,0.21007131278464863,4784
2301,317,,0.48399628780959425,1788
2302,454,,0.3424332389472573,1614
2303,325,,0.21217234347037417,3600
2304,9,,0.31809289569468235,5440
2305,18,,0.44179347775443056,937
2306,3012,,0.28663206307756817,2974
2307,359,,0.5728665915844191,1154
2308,11,,0.9951217115312134,3557
2309,12,,0.35665152375501263,2361
2310,16,,0.6531859193842164,5101
2311,3961,,0.9681195111916184,3168
2312,29,,0.21616891230629498,3904
2313,11,,0.19525274633664746,2378
2314,1606,,0.22506604407230835,3900
2315,35,,0.9815141685510228,2252
2316,12,,0.17598228679362138,42
2317,3781,,0.4086583040740773,45
2318,25,,0.6622490948579713,3353
2319,25,,0.1312913289450669,4001
2320,1002,,0.42299934288998775,5022
2321,1006,,0.40065115531012396,548
2322,34,,0.46870334818826276,5232
2323,2595,,0.6738485997977675,4934
2324,152,,0.6751986646566832,2019
2325,4430,,0.4481646815355744,3543
2326,725,,0.33822726088650634,1308
2327,24,,0.5631194006152378,3277
2328,61,,0.4997130006380328,866
2329,9,,0.557882486430051,1145
2330,4695,,0.8191183661330051,4918
2331,4924,,0.12772498549569022,4215
2332,2658,,0.11629474672827234,4904
2333,4,,0.18203840181872732,1479
2334,31,,0.5915905330638611,3680
2335,4297,,0.1417213738601376,3716
2336,6,,0.5968585289820658,471
2337,28,,0.4515944900318819,3542
2338,3289,,0.9853841165728001,2096
2339,18,,0.16983360021522442,5406
2340,27,,0.5229551424702539,1472
2341,1124,,0.443902919926617,3876
2342,1820,,0.37736837606328266,2987
2343,2924,,0.3515812461143356,3781
2344,620,,0.12342897131572728,3751
2345,3241,,0.5633322013878906,4206
2346,3552,,0.8632386659325488,4134
2347,7,,0.39095787869175214,2158
2348,1920,,0.13328442561870002,70
2349,0,,0.7836896108088304,658
2350,17,,0.3577661876259789,3261
2351,23,,0.42673194724163876,51
2352,15,,0.44255250806101787,4272
2353,3021,,0.9122341624266985,605
2354,2734,,0.19719387857403858,174
2355,2,,0.6205341593142651,2729
2356,63,,0.9088294115480547,1756
2357,26,,0.13416880032831513,4434
2358,23,,0.3438911028235353,4215
2359,24,,0.23349216796360428,4500
2360,4142,,0.3934496776751213,2987
2361,4031,,0.026467847869977135,2672
2362,3964,,0.3829890381277211,57
2363,5288,,0.8396471371954708,4955
2364,24,,0.6065703654784326,719
2365,2615,,0.43397176961230555,3774
2366,2,,0.06005024319418162,3450
2367,4250,,0.49943230377951553,1419
2368,230,,0.7549443341853441,349
2369,1464,,0.39802792550827604,2904
2370,31,,0.14977156246386814,885
2371,2,,0.2360461694806414,1709
2372,809,,0.23963761030821906,1565
2373,1598,,0.3676761321776183,2659
2374,5045,,0.706031413196751,3751
2375,5,,0.9139204546944476,1837
2376,29,,0.2293621623181462,731
2377,22,,0.8473578354680119,2577
2378,4510,,0.8907290649015578,1113
2379,16,,0.15331298172278218,4447
2380,1438,,0.5673433835163151,182
2381,2002,,0.35888342077295377,4884
2382,20,,0.3558757376026046,326
2383,46,,0.5573016615000495,3091
2384,1071,,0.9160407015167195,1658
2385,36,,0.38313018900699203,1745
2386,2263,,0.9305809932788995,5290
2387,23,,0.2758021330554049,561
2388,29,,0.925200173469587,3568
2389,3666,,0.3656935656792072,3686
2390,4864,,0.35189204405954744,1797
2391,31,,0.4870821015697998,4286
2392,9,,0.7307840461235491,347
2393,1652,,0.4603698737263522,769
2394,23,,0.9265536047307296,4162
2395,3821,,0.9897567332146111,835
2396,30,,0.10657870336183584,4868
2397,0,,0.5043625810010285,3197
2398,27,,0.12342876874475284,3955
2399,182,,0.3568262764244122,4174
2400,4,,0.5198031301654042,563
2401,22,,0.7827195529234419,4988
2402,15,,0.558066506462253,4459
2403,3698,,0.6412980284073717,4324
2404,32,,0.3683808564117811,1824
2405,11,,0.9614178564641117,3799
2406,11,,0.08606720560409231,856
2407,5436,,0.3689101942161893,2220
2408,1519,,0.7127356872602975,3751
2409,15,,0.24494627395609758,3885
2410,3339,,0.2407112123917241,2642
2411,790,,0.9576760535950044,1756
2412,4367,,0.5726847020242265,2034
2413,3032,,0.47044374158326707,2875
2414,4,,0.740037901836378,1810
2415,0,,0.1959137782444551,3981
2416,812,,0.7961425825823389,2757
2417,31,,0.23915725975452795,3713
2418,1826,,0.6935767717424483,141
2419,36,,0.22562247687138148,1076
2420,392,,0.9931504731545987,1071
2421,0,,0.9918010217984432,2813
2422,20,,0.5854034801957025,3783
2423,21,,0.266773268852022,5028
2424,2688,,0.046268558505216384,1274
2425,29,,0.7523000391119082,500
2426,33,,0.9856852852799868,5438
2427,2749,,0.8433463402988922,2386
2428,839,,0.6777663029525011,1606
2429,36,,0.642066086396904,2947
2430,3,,0.23541171421353013,4415
2431,1,,0.0035012214471376035,2987
2432,207,,0.42378940549481225,758
2433,2829,,0.7254548248330991,2342
2434,18,,0.7615146058501711,1517
2435,204,,0.2647740563088017,2531
2436,3,,0.29690371770453605,2360
2437,5011,,0.6339665563171518,525
2438,5,,0.25327431330641215,4520
2439,11,,0.638083383550066,5047
2440,28,,0.1848477088371493,1738
2441,2,,0.28872989129335846,321
2442,21,,0.28866765555340124,3222
2443,4126,,0.1988382937088733,197
2444,2987,,0.8456928192347302,4142
2445,18,,0.017414887660961442,3379
2446,29,,0.07345634539823487,5126
2447,7,,0.0841594257502678,4522
2448,8,,0.3235568724319665,1809
2449,3610,,0.1676848870290336,2283
2450,1,,0.6636388050443246,2964
2451,20,,0.3241553391442047,1204
2452,3339,,0.046389191515797235,5178
2453,507,,0.07229015559532426,1549
2454,556,,0.9528470716203142,3015
2455,4142,,0.8575657119650871,4503
2456,34,,0.5641911323638352,5439
2457,23,,0.6353126772846188,918
2458,6,,0.08851986113841792,3565
2459,2748,,0.19928436177154996,439
2460,10,,0.09455704577370727,549
2461,36,,0.9904130248548453,284
2462,233,,0.6162257210973536,505
2463,3567,,0.6622769472774177,1619
2464,2512,,0.586799718965327,52
2465,1435,,0.5135552525885165,3568
2466,5242,,0.18465680689376374,4757
2467,0,,0.6305053000545517,3236
2468,26,,0.9146769935016752,3670
2469,3094,,0.5255725153099309,221
2470,1329,,0.9535346611500849,3679
2471,24,,0.9602138387754767,3311
2472,3698,,0.44915903892426445,988
2473,1797,,0.16161607448002202,5157
2474,3391,,0.5628929144965383,2374
2475,461,,0.12248381439196188,3525
2476,16,,0.5143172045406105,3759
2477,10,,0.20144410621513298,4511
2478,30,,0.714603252504626,4681
2479,967,,0.47379274925252546,4577
2480,25,,0.2597424195627396,1355
2481,21,,0.9138681832715881,2655
2482,27,,0.9389555596679089,4909
2483,4148,,0.06026257096279197,3226
2484,11,,0.3713282022498352,1990
2485,1016,,0.9395140603758684,3846
2486,7,,0.20332319862097592,616
2487,4277,,0.3469335303556279,3067
2488,34,,0.17316130399538665,4625
2489,13,,0.3163054995011324,4428
2490,2220,,0.21732989764398725,552
2491,4014,,0.5320370297137627,174
2492,3241,,0.6124446780076852,4934
2493,4922,,0.1407623310776306,5357
2494,887,,0.7428103007587529,2671
2495,3838,,0.6915608415305118,4753
2496,20,,0.5245015917311299,2411
2497,28,,0.3315149802037777,2494
2498,27,,0.7865861384867648,2572
2499,2330,,0.9157172652979397,5011
2500,18,,0.8238828645722083,973
2501,3072,,0.7220436937126414,3056
2502,20,,0.703137068703097,2129
2503,4088,,0.10778787603589257,827
2504,3,,0.6331321534522124,1029
2505,8,,0.6666841741305272,4937
2506,22,,0.43390367731394863,4028
2507,11,,0.6056240313129954,4574
2508,20,,0.4489749478628372,2718
2509,5177,,0.09353721027201312,3446
2510,2663,,0.8505595250029583,1825
2511,14,,0.8593374919457681,3692
2512,17,,0.37953766152750834,1828
2513,26,,0.5773600116216014,2300
2514,27,,0.4285885613769559,766
2515,2038,,0.4090882436007407,934
2516,17,,0.33630584580355627,1446
2517,14,,0.04381055177069948,1763
2518,4537,,0.07633266239127245,1756
2519,4014,,0.9583811898428961,3710
2520,2116,,0.2560890722860717,664
2521,1071,,0.4479012276778924,2556
2522,1500,,0.09540580948685318,5343
2523,22,,0.6606489493033464,2756
2524,17,,0.8859153619921547,2889
2525,22,,0.9441718437702754,17
2526,1555,,0.4164777115401752,4460
2527,4791,,0.2077540305036174,4757
2528,93,,0.8623253836356599,1268
2529,2753,,0.5788103763319954,361
2530,16,,0.5688861363908477,2250
2531,1760,,0.8669760323651935,1171
2532,2432,,0.8208812860780437,28
2533,29,,0.841721797991711,2576
2534,2304,,0.2798726626791488,4839
2535,18,,0.7161932397193941,126
2536,4405,,0.4382515722198599,3821
2537,2352,,0.1210457358232786,2897
2538,30,,0.5376257929745659,3203
2539,33,,0.3154624525871659,4960
2540,10,,0.3168293718415921,3111
2541,2024,,0.6431009608005055,344
2542,4880,,0.09077616146676948,1146
2543,4436,,0.7536462700605017,3742
2544,30,,0.40726243457136435,736
2545,8,,0.10137593322582672,179
2546,1684,,0.6898316092877874,483
2547,27,,0.8827348345089128,1396
2548,9,,0.8291148667314655,4492
2549,28,,0.011956736387220945,1983
2550,809,,0.38034737601798285,602
2551,5343,,0.8623009350564543,3831
2552,16,,0.8661840857901113,3373
2553,30,,0.3260183085864199,1400
2554,4070,,0.4040786279089491,2177
2555,2678,,0.01148823670437582,1797
2556,14,,0.7513512643346338,3144
2557,2,,0.089674954066572,2490
2558,560,,0.13944795685901956,3743
2559,3002,,0.3071194257358778,4479
2560,16,,0.0749253295160619,3458
2561,1797,,0.6197695134433173,823
2562,5,,0.0332964371004324,1698
2563,3,,0.13776000144024236,22
2564,16,,0.09038766654755115,3964
2565,729,,0.40428353902819736,237
2566,2039,,0.7883077398860029,2342
2567,1,,0.18157665399600276,5039
2568,22,,0.7199118936738107,4209
2569,0,,0.7556485386117547,443
2570,12,,0.6655083580825698,980
2571,1,,0.39595815338929463,351
2572,13,,0.04058102428330623,1538
2573,1,,0.1780789615212368,453
2574,13,,0.6308111787408975,3959
2575,3,,0.5446267465423628,5317
2576,439,,0.30450260323332834,4902
2577,4768,,0.18852845666633922,5123
2578,548,,0.924649361372134,1831
2579,22,,0.03330970889515694,1607
2580,2524,,0.2751057886231615,4263
2581,27,,0.11290901284382382,957
2582,716,,0.9474741448202796,1347
2583,8,,0.27478815310283333,1
2584,0,,0.687641082178129,651
2585,4121,,0.4214512446279529,5005
2586,11,,0.7772751999001458,3057
2587,16,,0.03314972401640104,2699
2588,1664,,0.18811885049789379,2881
2589,9,,0.36625918138403124,2899
2590,100,,0.19109617547993107,2804
2591,15,,0.3026320970888141,1806
2592,3774,,0.4511965511712972,245
2593,21,,0.07726750707703745,4901
2594,3,,0.4750140682143217,5066
2595,1435,,0.2184378568314026,4405
2596,1,,0.8958629442216451,591
2597,5049,,0.08237688784524522,281
2598,17,,0.8006063448653375,5230
2599,3767,,0.6400039175745884,439
2600,21,,0.37093729754632343,2082
2601,1347,,0.12551842984966832,1329
2602,5045,,0.49321586754097546,744
2603,4,,0.7476320134977331,4009
2604,4097,,0.1177679238953151,1088
2605,1113,,0.9826631102624517,4403
2606,4437,,0.8496227818122676,1480
2607,2747,,0.1836493675458286,3919
2608,24,,0.8415452452925329,5316
2609,32,,0.6242673932152296,4582
2610,4588,,0.7981907945551369,1102
2611,30,,0.6199305962520366,2878
2612,9,,0.7362831391918688,4307
2613,23,,0.005180122329836001,1947
2614,3532,,0.7468664145409643,5343
2615,224,,0.5324854392632914,3222
2616,17,,0.585114238069919,4154
2617,3046,,0.7479259582113024,2296
2618,25,,0.04194331868727941,122
2619,3779,,0.17078425424386923,971
2620,2484,,0.5781398215205725,1113
2621,1854,,0.09169226848741019,3222
2622,13,,0.9068459774142549,2544
2623,25,,0.4614897282225088,2541
2624,3774,,0.1151112451783769,621
2625,3999,,0.5890409675698486,4606
2626,1588,,0.19881504177260567,1756
2627,3241,,0.2180697545800515,2037
2628,11,,0.8371441800771796,4430
2629,9,,0.7667610977098634,5097
2630,2455,,0.780905173196851,174
2631,4,,0.46721794314642306,2424
2632,9,,0.9936611192171607,1897
2633,18,,0.3865971554165102,516
2634,4436,,0.7010703613133097,245
2635,0,,0.3471583586320567,467
2636,5181,,0.7182272138605437,2342
2637,33,,0.2996375747641693,2214
2638,3740,,0.5240050476690813,93
2639,2987,,0.958687550713392,1425
2640,2233,,0.740355512862572,302
2641,1113,,0.8265592827680217,5380
2642,2,,0.5552614354069209,4364
2643,1113,,0.46660218368543793,962
2644,1549,,0.040286157582279714,3552
2645,33,,0.016265834868374407,730
2646,10,,0.9591518557846903,3379
2647,35,,0.08622692661089537,1765
2648,3,,0.5712078002035652,1542
2649,174,,0.9580177832351728,695
2650,986,,0.27068856223240756,5406
2651,32,,0.7761347142171886,5421
2652,10,,0.013801272883973481,3263
2653,35,,0.8886792216552459,835
2654,245,,0.33308723943548413,286
2655,1329,,0.11353861137877064,3971
2656,18,,0.3727751971826697,2810
2657,29,,0.12207579991966155,2217
2658,2413,,0.2838456311861305,259
2659,7,,0.8569507401971088,2087
2660,10,,0.006925274920862812,3704
2661,1756,,0.5310161340359245,621
2662,1985,,0.10064457498835033,5005
2663,34,,0.3065137313362012,1436
2664,3710,,0.6163179588794916,3117
2665,12,,0.1360992852477988,3043
2666,23,,0.18985163540714944,411
2667,3,,0.21923599166260122,5097
2668,1,,0.6903576689918209,3470
2669,9,,0.560379240924986,5418
2670,28,,0.9762484551425663,1523
2671,1071,,0.8683213197184889,4206
2672,7,,0.0881851375626902,1601
2673,4,,0.5496580188372595,3799
2674,10,,0.0017199034619214126,2607
2675,737,,0.14312333827117696,2401
2676,24,,0.6371412633241034,5402
2677,3687,,0.10375605816203304,3222
2678,15,,0.9786539779153749,735
2679,13,,0.14515879010710986,1387
2680,11,,0.2580361261888049,5360
2681,25,,0.4789805183725888,2358
2682,182,,0.8228236985819177,1793
2683,18,,0.5368236570042492,4792
2684,3,,0.6251241809018903,1829
2685,23,,0.2581389483905644,2845
2686,2895,,0.3251314491253896,5411
2687,3325,,0.6111994229707355,3055
2688,2193,,0.6641919077119308,4716
2689,4991,,0.34255209395547537,3217
2690,2975,,0.7312386053462857,1712
2691,0,,0.05967832955987462,480
2692,3831,,0.7721555070413354,3786
2693,3821,,0.8842857368129229,222
2694,35,,0.044757444215336895,3594
2695,29,,0.4176762588821644,1020
2696,1308,,0.2649739474858799,471
2697,18,,0.688859347671472,1159
2698,33,,0.16822587768777464,1856
2699,35,,0.5996726754593239,1596
2700,4305,,0.2853410582417073,3922
2701,14,,0.030258355009628035,2113
2702,2997,,0.37772640095185983,2974
2703,2700,,0.0371207393838735,4283
2704,1805,,0.9944719410154567,4324
2705,3434,,0.014460132395112235,3222
2706,32,,0.12435236218720769,3823
2707,4290,,0.547269496647846,42
2708,1797,,0.27737950096283837,4641
2709,2743,,0.7934356149476336,4014
2710,3090,,0.5871923220583644,2116
2711,3232,,0.7237694759908869,1968
2712,20,,0.06340736275718362,2894
2713,9,,0.6761546499314193,3333
2714,2466,,0.7789692270335034,4620
2715,5099,,0.2690774212922781,4452
2716,28,,0.7631753052076408,4437
2717,35,,0.45541053901636064,794
2718,3222,,0.9397474664206332,823
2719,17,,0.7149302767310615,1772
2720,36,,0.3778704313856125,2968
2721,2895,,0.8379383295733384,2891
2722,18,,0.9851235983764391,2731
2723,4755,,0.260130843948845,2725
2724,2338,,0.7720364590717737,3222
2725,3799,,0.49615697652080337,195
2726,16,,0.3301038718131596,2444
2727,458,,0.005995535107863881,537
